# Columns:
# 1-2:  wavelength bin [cm]
# 3-29: flux into angular bin at R=10pc [erg/(s*Angstrom*cm2)]
#
# it=     0  time[d]=  0.125
1.0000000e-05 1.0497000e-05  3.04337e-07  1.36689e-07  1.76871e-07  7.27553e-08  2.79994e-07  4.39541e-07  4.55211e-07  8.69716e-07  6.21307e-07  9.95537e-07  1.12153e-06  1.10422e-06  1.32317e-06  1.63616e-06  1.08332e-06  1.63952e-06  1.46554e-06  9.00819e-07  8.97898e-07  9.40000e-07  5.00706e-07  4.13070e-07  3.01832e-07  1.96509e-07  5.25770e-07  5.44809e-07  9.70460e-07 
1.0497000e-05 1.1019000e-05  2.40686e-07  9.39019e-08  1.07728e-07  1.92739e-07  4.87811e-07  4.01218e-07  4.97062e-07  4.80504e-07  7.54866e-07  9.32088e-07  8.44435e-07  5.93134e-07  5.63638e-07  4.57310e-07  5.47598e-07  6.29176e-07  1.02472e-06  7.72295e-07  1.16511e-06  6.66883e-07  6.79060e-07  6.51525e-07  2.31775e-07  2.87810e-07  4.98188e-07  5.22905e-07  1.15345e-06 
1.1019000e-05 1.1567000e-05  9.72184e-07  6.47514e-07  7.26436e-07  6.92758e-07  3.92108e-07  6.36515e-07  5.55319e-07  5.71270e-07  4.98044e-07  4.65658e-07  7.40825e-07  9.58662e-07  1.18936e-06  6.24455e-07  5.15590e-07  3.66374e-07  9.61508e-07  8.84386e-07  9.86312e-07  6.15188e-07  6.39735e-07  6.65098e-07  5.78986e-07  6.67095e-07  6.41121e-07  1.73715e-06  2.45417e-06 
1.1567000e-05 1.2142000e-05  2.11490e-06  1.26435e-06  9.76071e-07  6.54561e-07  7.79999e-07  7.29076e-07  8.63136e-07  9.64147e-07  7.13908e-07  8.32837e-07  5.77854e-07  8.35061e-07  4.48347e-07  5.77537e-07  5.40421e-07  6.24467e-07  3.84428e-07  9.42877e-07  5.52806e-07  5.69452e-07  8.19409e-07  7.03345e-07  1.10847e-06  9.43114e-07  2.17241e-06  4.00314e-06  7.44041e-06 
1.2142000e-05 1.2746000e-05  4.16644e-06  2.91453e-06  2.21509e-06  1.48742e-06  1.02110e-06  8.90430e-07  7.70846e-07  5.13553e-07  6.86046e-07  7.70308e-07  6.12189e-07  7.88102e-07  4.82924e-07  7.60773e-07  5.66562e-07  5.46653e-07  7.28429e-07  8.12420e-07  7.15108e-07  8.11172e-07  7.71336e-07  1.02990e-06  1.41898e-06  2.46409e-06  5.43488e-06  9.68606e-06  1.53952e-05 
1.2746000e-05 1.3379000e-05  3.76735e-06  3.88226e-06  3.67803e-06  2.75205e-06  1.78332e-06  1.89682e-06  1.19616e-06  1.41608e-06  1.19977e-06  1.32998e-06  1.49783e-06  1.67150e-06  1.35579e-06  1.34502e-06  1.59593e-06  1.27120e-06  1.30336e-06  1.39607e-06  1.46624e-06  1.16676e-06  1.28575e-06  1.06944e-06  2.38490e-06  4.62323e-06  7.55332e-06  1.03550e-05  1.52459e-05 
1.3379000e-05 1.4044000e-05  2.22082e-06  1.90248e-06  2.72678e-06  2.24312e-06  2.44402e-06  1.70023e-06  1.95249e-06  1.80525e-06  2.07445e-06  2.21129e-06  2.05344e-06  2.45132e-06  2.20810e-06  2.31383e-06  2.45701e-06  2.52383e-06  2.04177e-06  2.07709e-06  2.48297e-06  1.97908e-06  1.96804e-06  1.84116e-06  2.88730e-06  4.15231e-06  5.22129e-06  5.86765e-06  7.28067e-06 
1.4044000e-05 1.4743000e-05  2.76637e-06  2.05063e-06  2.12564e-06  2.14385e-06  2.30959e-06  1.60121e-06  1.96627e-06  2.34072e-06  1.85783e-06  2.02045e-06  2.19324e-06  2.23227e-06  2.66880e-06  3.04553e-06  2.93661e-06  2.67924e-06  2.75206e-06  2.75590e-06  2.48429e-06  1.87494e-06  2.01941e-06  2.05043e-06  2.36041e-06  3.15052e-06  3.78440e-06  5.23617e-06  7.64385e-06 
1.4743000e-05 1.5476000e-05  4.47961e-06  3.62667e-06  2.93806e-06  2.45398e-06  2.48378e-06  2.32478e-06  2.57360e-06  2.51052e-06  3.51584e-06  3.42358e-06  3.07064e-06  3.89873e-06  4.53283e-06  4.45638e-06  4.31029e-06  5.15261e-06  3.50643e-06  3.28497e-06  3.92157e-06  3.43826e-06  3.05587e-06  3.71241e-06  3.49875e-06  4.17571e-06  6.48926e-06  9.07032e-06  1.34754e-05 
1.5476000e-05 1.6245000e-05  6.66490e-06  5.50267e-06  5.40585e-06  5.42687e-06  4.62976e-06  5.62551e-06  5.78817e-06  6.83579e-06  7.96474e-06  7.40456e-06  8.11672e-06  9.18270e-06  1.00659e-05  1.08622e-05  9.84755e-06  9.63106e-06  1.00635e-05  8.55570e-06  8.28494e-06  7.35956e-06  6.83207e-06  5.63670e-06  6.11053e-06  7.34786e-06  8.87306e-06  1.25080e-05  1.80265e-05 
