# 1:iteration 2:time[d] 
# 3-29:bolometric luminosity in k-th angular bin [erg/s]
   0    0.1250000  1.16195e+38  1.16674e+38  1.22411e+38  1.26002e+38  1.29865e+38  1.34870e+38  1.37553e+38  1.42039e+38  1.42889e+38  1.44534e+38  1.47312e+38  1.48623e+38  1.45571e+38  1.47280e+38  1.46127e+38  1.44732e+38  1.46092e+38  1.45408e+38  1.42916e+38  1.43965e+38  1.43982e+38  1.43793e+38  1.46421e+38  1.46452e+38  1.50474e+38  1.54961e+38  1.86832e+38 
   1    0.1277371  1.22065e+38  1.24084e+38  1.27504e+38  1.32614e+38  1.37773e+38  1.40947e+38  1.44994e+38  1.47394e+38  1.49888e+38  1.53067e+38  1.53007e+38  1.55892e+38  1.54044e+38  1.52606e+38  1.53253e+38  1.52052e+38  1.51157e+38  1.50565e+38  1.50491e+38  1.48352e+38  1.49784e+38  1.50162e+38  1.51522e+38  1.52897e+38  1.57879e+38  1.62114e+38  1.97416e+38 
   2    0.1305342  1.26876e+38  1.30008e+38  1.33222e+38  1.38969e+38  1.41896e+38  1.48379e+38  1.51920e+38  1.54826e+38  1.55800e+38  1.60640e+38  1.58766e+38  1.62691e+38  1.61962e+38  1.60003e+38  1.59312e+38  1.58322e+38  1.57709e+38  1.56591e+38  1.56516e+38  1.54984e+38  1.55995e+38  1.55221e+38  1.56730e+38  1.60082e+38  1.65991e+38  1.68904e+38  2.06241e+38 
   3    0.1333926  1.32055e+38  1.35450e+38  1.39535e+38  1.44439e+38  1.49208e+38  1.52913e+38  1.57858e+38  1.61036e+38  1.62393e+38  1.64482e+38  1.66853e+38  1.69017e+38  1.67320e+38  1.66540e+38  1.65025e+38  1.64535e+38  1.62522e+38  1.62228e+38  1.62203e+38  1.60585e+38  1.59967e+38  1.61628e+38  1.63703e+38  1.67530e+38  1.71569e+38  1.78563e+38  2.16667e+38 
   4    0.1363135  1.38761e+38  1.41970e+38  1.46287e+38  1.50191e+38  1.56034e+38  1.60371e+38  1.63043e+38  1.67967e+38  1.69186e+38  1.70218e+38  1.73507e+38  1.73454e+38  1.75174e+38  1.73149e+38  1.72227e+38  1.71036e+38  1.70408e+38  1.68607e+38  1.68602e+38  1.65809e+38  1.66675e+38  1.67271e+38  1.69297e+38  1.73962e+38  1.77787e+38  1.85781e+38  2.27665e+38 
   5    0.1392983  1.44478e+38  1.48117e+38  1.52597e+38  1.57034e+38  1.61460e+38  1.67073e+38  1.70482e+38  1.74003e+38  1.75941e+38  1.78874e+38  1.80461e+38  1.82712e+38  1.80357e+38  1.81027e+38  1.80364e+38  1.76267e+38  1.76675e+38  1.74301e+38  1.74527e+38  1.73274e+38  1.72156e+38  1.73491e+38  1.75605e+38  1.78513e+38  1.84740e+38  1.93257e+38  2.37982e+38 
   6    0.1423486  1.51701e+38  1.54003e+38  1.59263e+38  1.63921e+38  1.67740e+38  1.71939e+38  1.76788e+38  1.82694e+38  1.83574e+38  1.85728e+38  1.89275e+38  1.89988e+38  1.88633e+38  1.88313e+38  1.87062e+38  1.85100e+38  1.84628e+38  1.80149e+38  1.80789e+38  1.79674e+38  1.77819e+38  1.78748e+38  1.80046e+38  1.85601e+38  1.91992e+38  2.00117e+38  2.49506e+38 
   7    0.1454656  1.56086e+38  1.59627e+38  1.64568e+38  1.68564e+38  1.75667e+38  1.78968e+38  1.84828e+38  1.90255e+38  1.92236e+38  1.93721e+38  1.95469e+38  1.94935e+38  1.95794e+38  1.94444e+38  1.93051e+38  1.92564e+38  1.89474e+38  1.88123e+38  1.86702e+38  1.85945e+38  1.83694e+38  1.84148e+38  1.86374e+38  1.92700e+38  1.98673e+38  2.06894e+38  2.59187e+38 
   8    0.1486509  1.61783e+38  1.66103e+38  1.70713e+38  1.75422e+38  1.82852e+38  1.86278e+38  1.92115e+38  1.96755e+38  1.99620e+38  2.00239e+38  2.01882e+38  2.02721e+38  2.04575e+38  2.03311e+38  2.00079e+38  1.99440e+38  1.95692e+38  1.93905e+38  1.91400e+38  1.91471e+38  1.90306e+38  1.90874e+38  1.92435e+38  1.99699e+38  2.04052e+38  2.15067e+38  2.68261e+38 
   9    0.1519059  1.68372e+38  1.72059e+38  1.75575e+38  1.80526e+38  1.89085e+38  1.92553e+38  2.00177e+38  2.02507e+38  2.07217e+38  2.07077e+38  2.11693e+38  2.11646e+38  2.11812e+38  2.09784e+38  2.08227e+38  2.06604e+38  2.03103e+38  1.99480e+38  1.98404e+38  1.95857e+38  1.95747e+38  1.97726e+38  1.98969e+38  2.05184e+38  2.11678e+38  2.22113e+38  2.78828e+38 
