# Columns:
# 1-2:  wavelength bin [cm]
# 3-29: flux into angular bin at R=10pc [erg/(s*Angstrom*cm2)]
#
# it=     0  time[d]=  0.125
1.0000000e-05 1.0497000e-05  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.11968e-08 
1.0497000e-05 1.1019000e-05  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  3.08639e-09 
1.1019000e-05 1.1567000e-05  0.00000e+00  0.00000e+00  3.34459e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.65110e-08 
1.1567000e-05 1.2142000e-05  0.00000e+00  0.00000e+00  0.00000e+00  4.50847e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.39488e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  8.30055e-09  5.11916e-08 
1.2142000e-05 1.2746000e-05  0.00000e+00  3.47879e-09  0.00000e+00  3.34903e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  7.27990e-09  0.00000e+00  6.33348e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  3.05707e-08  1.80941e-07 
1.2746000e-05 1.3379000e-05  2.35667e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  8.47257e-09  1.45433e-08  0.00000e+00  4.85238e-09  0.00000e+00  0.00000e+00  0.00000e+00  4.68602e-09  0.00000e+00  5.25288e-09  5.01699e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.21615e-08  1.95777e-07 
1.3379000e-05 1.4044000e-05  4.88792e-09  5.67924e-09  8.76000e-09  0.00000e+00  3.62343e-09  3.26613e-09  0.00000e+00  0.00000e+00  1.36810e-08  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.85874e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  3.52570e-09  0.00000e+00  2.07372e-09  2.29324e-09  1.27491e-07 
1.4044000e-05 1.4743000e-05  7.70414e-09  2.96101e-09  0.00000e+00  4.13241e-09  0.00000e+00  1.71918e-09  8.17721e-09  2.73610e-09  0.00000e+00  3.07365e-09  0.00000e+00  0.00000e+00  3.52444e-09  3.30975e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  3.17701e-09  0.00000e+00  0.00000e+00  7.72473e-09  1.43801e-09  1.02646e-07 
1.4743000e-05 1.5476000e-05  2.11631e-09  5.35812e-09  0.00000e+00  0.00000e+00  0.00000e+00  6.27817e-09  4.53971e-09  0.00000e+00  2.43442e-09  0.00000e+00  0.00000e+00  8.45087e-09  0.00000e+00  4.43044e-09  4.20998e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.65492e-09  6.44623e-09  8.63267e-09  9.00664e-08 
1.5476000e-05 1.6245000e-05  2.22775e-09  1.61662e-09  3.43586e-09  3.92870e-09  0.00000e+00  3.76655e-09  2.35397e-09  6.33720e-09  0.00000e+00  0.00000e+00  0.00000e+00  1.74855e-09  2.42151e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  8.29725e-10  8.24456e-09  1.62023e-07 
