# Columns:
# 1-2:  wavelength bin [cm]
# 3-29: flux into angular bin at R=10pc [erg/(s*Angstrom*cm2)]
#
# it=     0  time[d]=  0.125
1.0000000e-05 1.0497000e-05  5.96622e-08  4.48695e-08  2.94022e-08  1.40557e-08  2.45553e-08  3.50520e-09  1.64714e-12  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.55928e-09  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.38358e-08  0.00000e+00  0.00000e+00  0.00000e+00  1.28953e-08  2.02121e-08  3.03441e-08  6.42370e-08  1.07414e-07 
1.0497000e-05 1.1019000e-05  6.36404e-08  5.55305e-08  1.97810e-12  9.13511e-09  1.19711e-08  6.95551e-13  0.00000e+00  0.00000e+00  7.49853e-09  0.00000e+00  0.00000e+00  3.67787e-08  0.00000e+00  1.01658e-08  0.00000e+00  1.08302e-08  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.22195e-10  3.96702e-08  5.49536e-08  2.32534e-07 
1.1019000e-05 1.1567000e-05  3.72055e-07  1.88414e-07  4.16778e-08  1.35646e-08  5.26142e-10  5.77965e-09  3.01520e-09  1.65957e-09  3.82885e-08  1.31184e-08  1.49762e-08  0.00000e+00  0.00000e+00  0.00000e+00  1.66906e-08  1.29811e-08  4.63787e-09  0.00000e+00  0.00000e+00  0.00000e+00  5.84911e-09  1.80097e-08  1.02518e-08  5.02414e-09  6.59307e-08  3.88394e-07  7.76890e-07 
1.1567000e-05 1.2142000e-05  7.44245e-07  4.42987e-07  2.90709e-07  1.17744e-07  8.93415e-08  6.05803e-08  0.00000e+00  1.58907e-08  2.45249e-08  1.38458e-08  1.39578e-08  2.41915e-08  0.00000e+00  4.61684e-08  8.89761e-09  4.28968e-08  3.06418e-08  9.78609e-09  0.00000e+00  3.15539e-08  0.00000e+00  5.38769e-09  8.91557e-09  1.58533e-07  3.10646e-07  8.30618e-07  2.64495e-06 
1.2142000e-05 1.2746000e-05  1.90020e-06  1.31511e-06  6.18160e-07  3.72084e-07  1.32911e-07  6.14852e-08  5.79216e-08  2.98479e-08  3.06831e-08  1.85982e-08  2.16378e-08  4.65387e-08  5.73577e-08  5.34359e-08  8.28366e-08  1.43130e-08  1.16975e-08  6.85722e-08  5.65364e-08  1.66212e-12  5.25354e-09  2.99812e-08  1.82216e-07  7.25848e-07  2.57094e-06  5.11228e-06  9.16500e-06 
1.2746000e-05 1.3379000e-05  1.45143e-06  1.45970e-06  1.13236e-06  6.84769e-07  5.47193e-07  2.57725e-07  1.36517e-07  6.77625e-08  3.71671e-08  6.51184e-08  8.77767e-08  9.54161e-08  1.36034e-07  9.91314e-08  9.14402e-08  5.00918e-08  9.98094e-08  7.82559e-08  7.26495e-08  5.32627e-08  4.39056e-08  7.30719e-08  4.87238e-07  1.77522e-06  3.34937e-06  4.78760e-06  6.29639e-06 
1.3379000e-05 1.4044000e-05  7.89702e-07  6.15167e-07  4.46555e-07  5.32477e-07  3.47090e-07  2.98642e-07  1.42197e-07  1.24453e-07  4.88995e-08  7.00881e-08  8.90272e-08  1.38327e-07  8.60701e-08  5.87968e-08  1.32879e-07  8.72372e-08  1.24042e-07  7.88125e-08  8.15989e-08  5.23052e-08  8.55093e-08  1.88358e-07  4.95888e-07  8.28188e-07  1.51048e-06  1.86950e-06  2.03691e-06 
1.4044000e-05 1.4743000e-05  8.22320e-07  4.93032e-07  4.30004e-07  2.73034e-07  2.09275e-07  1.23779e-07  1.45357e-07  9.00241e-08  1.10798e-07  1.20761e-07  5.85039e-08  8.22447e-08  9.85116e-08  5.32850e-08  6.39341e-08  6.17059e-08  1.13670e-07  4.82860e-08  4.02863e-08  1.22388e-07  3.40648e-08  8.26083e-08  2.14123e-07  5.14571e-07  9.08817e-07  1.70284e-06  2.82972e-06 
1.4743000e-05 1.5476000e-05  1.24905e-06  8.13487e-07  5.87838e-07  3.69233e-07  3.02123e-07  1.67347e-07  1.08848e-07  1.02914e-07  9.20487e-08  7.67991e-08  1.20395e-07  9.36886e-08  1.10130e-07  1.30994e-07  1.09164e-07  9.52232e-08  1.58056e-07  6.11622e-08  6.35949e-08  5.81720e-08  1.06657e-07  1.26637e-07  2.64648e-07  7.13672e-07  1.58082e-06  2.97892e-06  5.30869e-06 
1.5476000e-05 1.6245000e-05  1.62039e-06  1.13124e-06  8.75302e-07  5.48370e-07  3.88120e-07  1.89035e-07  1.42490e-07  8.91753e-08  7.59455e-08  1.20641e-07  4.94570e-08  8.57389e-08  8.53461e-08  1.19648e-07  1.56525e-07  1.97764e-07  1.18767e-07  1.10777e-07  9.83104e-08  1.26673e-07  7.48945e-08  1.67974e-07  3.84093e-07  6.50410e-07  1.29078e-06  2.65624e-06  3.93066e-06 
